tweet,user,date_time,replies,retweets,views,country,sentiment
hate feeling terrible able tell anyone literally want kms say get threatened psych ward tired treated like im sick fuck,@deer_guts_,Mar 31,,,80,IT,high
nothing save depending medication sleep crazy one day woke yesterday take,@Thulisilenkos13,Apr 4,,,34,IT,moderate
back suicidal used leave rented house huko kasarani walk places deemed dangerous hoping get mugged would go thika road walk way githurai back kasarani,@RonahChirchir,"Apr 17, 2023",26,98,33K,IT,low
sleep even though physically safe bed home mentally back psych er tackled onto hospital bed tube ripped tranquilizer stabbed leg ik si lately im scared go back psych ward,@it_be_like_tht7,Apr 2,1,,74,IT,moderate
literally bored sit agonising pain nhs suddenly without even informing unprescribed x day codeine warning starting get rowdy mentally ill,@cultofmaxxie,Apr 4,,,23,IT,high
well advertised nhs scotland dedicated helpline mental health previously restricted service thankfully phone redirected dedicated mental health helpline okay okay,@celticghirl_bee,"Oct 2, 2020",9,775,,IT,low
gas everyone says talk someone open mental health get help literally witnessed ppl beg doctors e help sent home xanax mental health support ireland crisis,@georgieIockhart,"Apr 2, 2019",7,131,,IT,high
touch cgl drug alcohol addiction clinic increasing anti craving meds going back recovery meetings mental health team also getting touch plans put place got straight back recovery mode,@street_trashed,Jan 30,55,14,6.8K,IT,low
took overdose easter purely fully bed bound cope reality also cope fact might next years thankfully recovered mental health crisis coping,@fionangreg,Apr 5,2,1,159,IT,low
emotional deregulation hard live one thing goes wrong want take every pill house jump window smash head concrete,@kleptosims,16h,,,86,IT,high
cant fucking sleep please bro hste insomnia much,@Zzzzzzxc_z,11h,,,34,IT,low
forced lock every night studying meds born feel alive someone else country midnight,@zycslaw,Apr 4,,,134,IT,low
every day realisation tired know deal life shoulder burden existence keep showing world hopes hold onto light endless darkness never lost clueless,@notsowisedoc,6h,,1,589,IT,low
woman turns love song suicide attempt woman oakford kwazulu natal found unconscious reportedly consuming multiple bottles pills apparent suicide attempt tuesday reaction unit south africa rusa responded multiple distress calls,@MDNnewss,Mar 26,602,1.3K,699K,IT,high
south africans please retweet share information maybe someone else depression suicide mentalhealth rape,@Sifisov1,"Sep 24, 2024",10,2.8K,91K,IT,moderate
zimbabweans need mass counselling zimbabweans ok need week whereby everyone gets free counselling take look around see majority zimbabweans depressed many anxiety suicide rate high many drugs even home made drugs,@AnitaJaxson,"Oct 31, 2021",81,217,,IT,low
zimbabwe suicide hotlines bulawayo harare toll free harare mutare rt awareness,@mudie_chatz,"Aug 29, 2017",23,844,,IT,low
overnights really got messed sleep night need face reality lmfao,@Madaa_21,Apr 2,,,15,IT,moderate
cant sleep keep crying like idiot cause stomach hurts hell mood like rollercoaster,@myrzalm,Apr 3,,,140,IT,moderate
never know anyone going share numbers help someone suicide rape assault depression emergency adhd helpline trauma line mental health line uk helplines,@rkkaaay,"Jul 7, 2021",4,379,,IT,moderate
heart physically aches still hours shift left want cry im overwhelmed ppl job im sort detaching mentally trying get tasks done also urge drink binge bad rn,@lesbimygs,Apr 4,,,71,IT,high
life someone dealing schizophrenia foreigner south korea look bill krw consultation medication haloperidol aripiprazole venlafaxine mental health south korea accesible money,@TERRYNAT0R,"Dec 20, 2017",7,116,,IT,low
south korea incredible country vibrant culture also undergoing possibly worst mental health crisis world playing video games hosting reader meet eating spiciest f cking food life went,@IAmMarkManson,"Jan 22, 2024",33,78,148K,IT,low
active lately struggling private battle mental health past weeks everything tried help fight always failed fell fallen low stopped eating broke sobriety streak suffered constant paralyzing,@ColbyStarWars,Mar 31,20,4,3.4K,IT,high
struggling silence deadly isolation feeds addiction anxiety depression shame reaching strength talk someone today alone mentalhealthmatters reachoutforhelp,@Pauldrugsmentor,Apr 3,,,38,IT,low
reminder never alone struggling way always resources hotlines contact always available listen know like feel options backed corner care,@Pyroquinn1,Mar 31,3,5,377,IT,low
love feeling weight life pinned find exit help call hell reach us might trained professionals care matter,@CohassetTweet,Apr 3,2,4,4.4K,IT,low
actually going insane cause lonely yet people reach isolate spend days alone room feel like going insane meanwhile friends college loving partners something lives lie envious,@Berrryy21,Apr 1,4,,251,IT,low
specifically sleeping part starting get ive literally losing mind entire day ive trying take meds sleep even isnt helping stressed lately im hard time eating sleeping,@starcsmos,Apr 4,,,25,IT,high
currently sitting outside letterkenny general hospital told hopefully depression suicidal ideation okay til next week maybe get appointment allowed form medication sleep assistance,@dillon7x,"Oct 11, 2019",28,69,,IT,low
feel tired suffocated right thinking eats mind heart sleeping nearly impossible miserable madness end world see happening us evil cruel normal life,@Abdullah_Om3r03,"Nov 4, 2024",167,1.3K,26K,IT,low
suicidal guys wallahi never prayed much die done everything think single energy live,@mussy03_,Apr 2,435,356,488K,IT,low
everyone get crippling wave loneliness late night,@avinash_gopi35,1h,,,21,IT,high
dont want interact even speak anyone anymore fear accidentally developing obsession muchh hate hate becoming person much took pills intrusive thought talking someone else im much,@gutbacteria_,Apr 5,,,37,IT,high
genuinely wanna pull nighter feel right im happy really want fkn alone,@itss_shamyraaaa,Apr 5,,,79,IT,low
gonna take break dont know thought would feel less lonely india still different way around ppl feels hard keep horrible social anxiety words cant form try talk ppl even wanna talk,@G0LD3NP34RL,15h,1,,9,IT,moderate
nowadays overthinking lot need stop even past days sleep well know even chill,@Star_Knight12,Apr 2,37,4,3.8K,IT,low
feeling alone know one talk always neglected family feel like half animal half human idea humans function sometimes feel like hell,@ShrinivasH45364,21h,,,8,IT,high
ive dealing lot irl personal issues ive also sick recently really fucked mental heath last night took pills normally take im tripping like crazy im gonna go visit hospital soon,@cherruni,Apr 1,1,1,2.7K,IT,moderate
robertfkennedyjr realdonaldtrump exactly right urgently examine united states dependence ssri psychoactive drugs root cause depression loneliness epidemic pill deficiency,@calleymeans,Feb 16,103,430,68K,IT,low
overcome depression anxiety insomnia obsessive tendencies negative self talk low self esteem intrusive thoughts poor diet impulsivity paranoia abandonment issues self destructive habits overthinking unstable emotions,@comfypill,"Oct 19, 2024",48,2.4K,155K,IT,moderate
sorry taking pills since two weeks ago make sleepy barely anything aside working,@NOCTURNEDEALER,Apr 4,1,,113,IT,high
anyone else get hit random wave unbearable loneliness overwhelming urge cry hours insane genq v,@StrawbabyTaffy,2h,,,13,IT,moderate
fucking tired physically brain refuses go sleep need stupid sleeping meds friend spare risperidone procrastinating coming pick meds tired,@PinkOreoKcals,15h,,,24,IT,high
okay start took like adhd meds idk going happen im kinda scared happy hope soon im alone cant anything alone im sorry im weak,@charliezlore,4h,,,21,IT,moderate
think got laced drugged last night came home pupils dilated night woke still keep fidgeting sleep hours started geeking panic attack bro fuck,@sadboyprolific,"Aug 11, 2020",25,6,,IT,low
cant look shadow hate last time im taking pills bed l,@K0NATAREXIC,6h,,,13,IT,low
feeling super alone barely talk days insomnia,@mooncatvivi,Apr 4,6,871,69K,IT,high
sometime cry reason feel alone tired everything trying still results,@isfunnyyyy,Jan 31,177,63,2.5K,IT,low
cause im losing sight losing mind wish somebody would tell im fine losing sight losing mind wish somebody would tell im fine,@Pelytakodachi,2h,,1,122,IT,moderate
knew psychiatrics tell theres pill cure cuz im afraid see doctors since family would look went see psychiatric pls need medsss mentalhealthawareness bpdtwt bpd,@quokkari_sells,Mar 31,3,,144,IT,moderate
slept around hours everyday since tuesday sick exercise study bc tired feel like failure ive depressed wtf going,@vodka_kcal,Apr 4,,,66,IT,high
really need heal heart heart head fucked way peace fr alone,@ShafaaKeiara,Apr 1,,,82,IT,low
two panic attacks week something never emotionally exhausted ngaske ndilale days straight,@mihlalii_n,"Nov 13, 2020",58,80,,IT,low
bitch hate night time feel lonely time take stress support pills,@N0TENIGMA,Apr 3,,,138,IT,low
loneliness hits till go bed saturday social life friends nothing,@pengrafadi,"Oct 1, 2022",79,537,,IT,high
someone telling go bar chose stay home instead mere thought going night clubs makes feel like love,@NatumanyaEdgar,16h,,1,1.5K,IT,low
barely slept last night cause kept nightmares driving whole day physically exhausted yet body refuses shut want cry,@tsogangradebe,Mar 30,,,86,IT,low
swear wanna lay literally depressed asf ion wanna bothered wanna alone wanna lay bed cry buttttttt get atleast try,@Shay_Demaya23,Apr 1,,,30,IT,high
oh fucking hell fuck fuck fuck got high last night im crash oh god need someone proud need praise need validation need affirmation need everything nice everything good everything positive need good things nononono,@BitchOnTwt,Apr 4,1,1,105,IT,low
bpd loneliness brutal soul crushingly lonely couple days loneliness makes want isolate feel good ofc makes lonelier makes hate makes feel inadequate want isolate even harder,@rat_in_my_brain,"Apr 28, 2022",14,137,,IT,low
guys wanna feel loved like go see boyfriend feel great jus really lonely rn work like get outta please low key probably body hurts cause usually deal whit kinda loneliness,@B3llasH1ve,Mar 31,,,66,IT,high
exam season drinking four redbull day get really concentrated even little happy day get depressed night think need stop,@styrolov3r,Apr 3,1,,654,IT,low
la consulted doctor diagnosed depression going volunteer la tomorrow also going event little,@YoshikiOfficial,Jan 31,634,1.2K,635K,IT,low
could go swallow entire bottle pills could tonight would never think,@exeterdoll,Apr 4,,,23,IT,low
gonna go sleep early tonight cause keep sleeping late getting enough hours sleep wake get really bad anxiety scared leave bed start tweaking soon open eyes bro,@_astarionsgirl,Apr 2,,,46,IT,low
loosely translated key points translateforengfa back take pills curing depression probably working much swaying back forth various tasks hold intact feel unhappy work also everything feel like,@mahap13380,Feb 5,18,304,33K,IT,high
valid ba yun feel empty mind messy chaotic loud shut help,@psychtwts,Mar 26,2,2.6K,98K,IT,high
kayo rin ba minsan house whole day without wanting go love travelling road trips magkape alone social person like deal people groups time noises easily distract pero maingay ka rin naman,@arkcarlly,"Nov 30, 2024",10,1.6K,125K,IT,low
feel bleh tonight literally nothing sane hanging people gotten exercise done everything good still feel lonely shit,@NewosanWasTaken,54s,,,,IT,moderate
um guys ok started new anti depressants mood solid feel alone,@angelatheartt,Apr 3,854,99,59K,IT,moderate
hate nights feel kinda depressed feel like put lot stress friends think listening music,@Eggo_22,19h,,,22,IT,high
depressed min goodness doctor give pills swallow pills anyways,@ovosemhar,Apr 4,,,83,IT,moderate
need go back therapy get back meds seriously im tired depressed day everyday last years,@psilobones,Apr 4,,,13,IT,high
worst week wanna happy tired idk anymore tired wanna go sleep wake moved pills house tempting chemicals ropes belts wanna sleep forever,@Samiphim,Mar 30,,,32,IT,high
vietnam used live culture spending several hours cafe slowly drinking coffee reading paper smoking ciggies maybe playing chess chatting friends miss lot,@eollh,"Nov 22, 2021",17,30,,IT,low
drunk alone bed letting loneliness thoughts torture,@onlyyagirl_,"Nov 24, 2024",4,17,14K,IT,moderate
know genuinely express goin anymore feel embarrassing alone whenever anything making big step starting bipolar meds today,@DIZZYPOTION,Mar 31,3,,468,IT,moderate
talked dr today im put counseling put mood stabilization meds bc menace society cry much sleep much,@cimin0n,Apr 1,,,15,IT,moderate
used happy night sleep thought sleep voices mind much,@Taiyelo_lu,2h,,1,23,IT,low
current situation fine happy whole day feels like enter new world feel loneliest l overthink sleep become sad sometimes burst tears morning fine,@seketulakasah,"Mar 19, 2022",4,841,,IT,low
cool room total darkness matter sleep supplement ditch sleeping pills folks sleeping pills sedating dream state prison even see bars,@ImranRAlly,10h,,,71,IT,low
coming back home ryt raining loneliness plus singleness fighting single life real fuck life,@RashBin32,22h,1,3,78,IT,low
far far people around void within void surrounding,@Osama_Darabseh,Apr 4,,,99,IT,low
feel lonely although many people around feel big empty space heart question doubt lot overthinking killing,@littledeemonn,Mar 30,,,91,IT,moderate
random friday realizing sitting spot hours thinking everything nothing time without phone even urge social media accounts deactivated unopened texts calls heard voice,@ra12ll,18h,1,,232,IT,high
keep walking past people age outside friends fun meanwhile starve someone like miserable lonely actually cant anymore,@abendeinsamkeit,6h,5,,113,IT,low
sleep enough hours day reason hours commute work hours work hours frolicking beautiful city hamburg hours sleep wrong,@edalovescheese,Apr 1,1,,210,IT,high
lately lost back situation tried get self blame anxiety overthink losing interest things used love thinking everything done wrong keep feel alone,@himpunankataa,"Dec 23, 2024",,503,25K,IT,low
swallowed depression long quite sure anymore really know like want like forgotten really bad moments keep happening really afraid peace,@BlaiseBug,Mar 19,28,3,8.7K,IT,low
see comedian london tonight always felt safe pubs restaurants pub quizzes seeing people play live lone drinker would prefer drink home problem always tonight fun due laugh,@street_trashed,Apr 4,14,1,1.7K,IT,low
someone suffers suicidal thoughts visit doctor given pills even free britain,@Effiedeans,"Mar 9, 2021",51,66,,IT,moderate
gummies put asleep sleeping pills nothing reading day ghb cure insomnia banned everywhere know find,@LurkerLilliput,6h,,,8,IT,moderate
im completely alone day tomorrow tbh know make every time things around today gotten quiet even moment immediately started crying getting nauseous remember idk ill survive tmrw,@eeatenalivee,Apr 5,2,,79,IT,low
live united kingdom great britain northern ireland clinically depressed something seriously wrong way abstract modern medicine,@eyuplovely,"Aug 7, 2024",8,61,8.9K,IT,high
ever taken day work face leaving house withdrawn social events cope outside world wished anymore cried sleep,@MindBodySoleUK,Apr 2,,6,752,IT,low
psychologists italy say country facing mental health emergency high death toll strict lockdown huge impact italians support centres overwhelmed calls people breaking point thread,@BBCWorld,"Apr 24, 2020",42,541,,IT,low
slept hrs got ate breakfast went back bed slept hrs got ate pizza want go back bed depressed weeks put happy face pretend everything ok everything ok,@GizmoRazz,1h,2,,55,IT,low
hardest pill swallow nobody ever love either want benefit validating ego ever everything time,@zoerazora,21h,,,55,IT,low
caught yesterday night arguing phone relationship problems someone even relationship need see way ended call mid argument went sleep,@_Lolabunnyyy_,"Sep 23, 2024",40,59,11K,IT,high
sa depression anxiety group thesadag help trauma mental health worldsuicidepreventionday,@MapsMaponyane,"Sep 10, 2017",1,1K,,IT,low
difficulty sleeping night always anxious tired eating completely lost appetite know ok even though depression sometimes make feel lonely alone talk someone trust today,@mizi_wahid,"Jul 16, 2019",1,525,,IT,high
feeling really bad today felt wrong tried happy exhausted much energy spent staying awake try sleep anxious want feel okay,@koiicats,Apr 3,,2,311,IT,high
severe depression want talk anyone want isolate sleep day since mensus anyways sleep day,@warriorfights_k,9h,,,35,IT,high
sick tired everything sometimes want sleep wake,@usagiikay,Apr 4,4,,238,IT,high
doctors say good tells head usually followed pills would help,@DrunkenTigerJK,"Dec 17, 2018",56,24,,IT,low
share feeling lately soon hard lil time feels like process losing makes human feel empty someone works study eat sleep need art life feel alive craving cinematic experience lately miss watching films,@gaheemedia,"Dec 10, 2024",4,758,88K,IT,low
comfort person always finds solutions us feel better mingyu ya feeling well lately motivation every day crying past two days try distract get good sleep days,@Verniizx,Apr 4,,23,1.6K,IT,low
hey grandpa died yesterday generally spiralling cause im home alone time makes realize lonely truly,@coquettecutter,Apr 3,,,24,IT,low
live hotel schizoaffective get lonely af start act online isolate alot trying control better time bad mentally let cut corners alot past month ive drinking hiding im sorry,@Lancelot30000,Apr 2,5,1,624,IT,high
everything huuuryssss everything huuuuurrrrtsssssss doctors ppllleeeaassr meds im tired depressed cant shower cant shave cant brish teeth cant change clothes ive wearing clothes month sleeo,@anyaluvzkitties,22h,,,33,IT,high
ptsd rampant ukraine worsen longer war drags country need help west treatment disabling illness symptoms addressed time looking pandemic suicides homeless,@AriahBen2024,"Jun 22, 2024",43,180,10K,IT,moderate
know whether optimistic pessimistic switch moods never seem stick feeling,@UkraianaB,Apr 4,5,1,146,IT,low
sleep anxious anxious sleep frustrated situation frustrated anything fix situation,@nivri_D,Apr 2,,,53,IT,high
united states america mentally sick nation highest use antidepressants psychotropic drugs legal illegal truth freedom social engineering elites unleashed americans,@Kanthan2030,"Nov 22, 2022",86,276,,IT,low
insomnia getting hand hit new record recently hours sleep days losing ambien benzos morphine bloody horse tranquilizer yes rxed nothing ive wide awake hours sick af w retriggered cptsd rly fucking sucks,@ClaraCosmia,"Oct 1, 2024",68,10,30K,IT,high
loneliness sleep mix studies reveal lonely people experience poor sleep quality nighttime disturbances higher cortisol levels recipe stress fatigue,@Loneliness_Doc,Apr 3,,,72,IT,moderate
fun games someone close hooked supplying middlemen overwhelming drug addiction cases appalling rehab facilities way expensive failed country contain nyaya dzema drugs,@gladysbeatric1,"Jan 27, 2022",46,100,,IT,low
omg hurts bad feel lonely breathe sleep tell dreaming,@officialtsatsii,Feb 19,337,309,417K,IT,high
insomnia real bad lately disturbing dreams something else,@wildflowerdaysi,Apr 3,1,7,2.8K,IT,high
riding slow eyes low drugsi know heartreally gone need lovelike gonna right wipe tears need hug street life live fears gotta man,@LilDoDerty1342,8h,,,28,IT,low
miss talking mooties fun things w family im mentally n physically exhausted time bc work therapy sleep nothing day,@vzalozhnikah_,Mar 30,,,1.7K,IT,moderate
la hard la right depressed went doctor times like need stronger help others yoshiki,@YoshikiOfficial,Jan 17,881,1.5K,589K,IT,high
bed since pm realising one nights fall asleep,@tomone_jenna,Mar 31,,,73,IT,low
seriously know like lonely point low key depression anxiety like yeah everyone probably hates want make worse like terrible would anyone want talk yeah maybe kms,@kuma_gaki1,Apr 4,1,,16,IT,high
nights talaga na really feel empty sad without knowing u feel like shit like sad sad feeling something cold lonely annoying feeling ever like fuck bakit okay naman ako potah,@markgeronimo_,"Apr 28, 2021",34,8.7K,,IT,high
philippines anxiety disorder inarte depression inarte ppd inarte ptsd inarte schizophrenia inarte panic attack inarte mental disorder related issues inarte mental illnesses affecting lives everyday minute,@uniiiicorn18,"Feb 22, 2020",1,314,,IT,low
never easy going break much worse u sleep bc writing helped get power back heal wait sleeping pills days favorite verse,@Luci_officialxo,"Oct 22, 2022",9,47,,IT,low
lately sleep flip pillow tossing turning checking cellphone head mess bedroom write text delete love,@AddaM_idas,Jan 24,17,64,23K,IT,low
sleep drug bed dealer alarm clock ruthless cop raiding dreams every morning sleep addiction x addiction every morning feels like high speed chase hitting snooze reality dragging bed else,@MrCnd_,Feb 2,58,51,1.6K,IT,moderate
night alone lonely especially comes insomnia middle night,@Lena69852,13h,,,47,IT,low
cant sleep past days hours sleep je thing like constantly bothering mind im always afraid even try sleep like get bruises thighs banyak sgt whenever bangun sleep haih,@DahliaRizal,"Jun 7, 2021",9,158,,IT,low
since felt lonely stay home bc everything still even though people around still stay alone catching keep crying one talk stay quiet hate,@minnyate,Mar 31,1,,55,IT,low
early year thru much pain thank god rented house live alone able spend time alone home tidur tak bersosial cause body needs rest mind aku makin hilang minat nak keluar rumah sbb nak jaga hati sendiri,@itsrosenicotine,"Mar 15, 2019",1,276,,IT,low
nhs also unprescribed melatonin know insomnia medication removed started entire mental decline begin barely survived hanging recently got cut time quote costs nhs much money,@cultofmaxxie,Apr 4,,,23,IT,high
literally crying dark ass dorm room like today painful feel sick one talk alone hate crying wish someone really cared,@SLIMGLITTERATI,Apr 3,,,30,IT,high
get sleep last night tired need take smth knock go bed,@Tazzki03,Apr 2,,,74,IT,high
watching depression anxiety conversation daily prayer reach stage say meds longer anxious every little thing describe depression monster one day happy next day sad brought hope bbmzansi,@SlungileMbatha1,Apr 1,21,77,11K,IT,low
chile think everything ok cause sleep without substance,@nymphtool,Apr 1,,,35,IT,moderate
tired troubled day night like night supposed comfort time thrive comfort darkness cos feel alone unseen one unfortunate man ripped like socialize minutes without zoning remembering,@anythingmimi,Mar 31,,,77,IT,low
sitting welfare office rn tired got abt hrs sleep upset last night sleep rlly hope get need,@sleepyxbonez,Apr 4,,1,67,IT,moderate
damaged mentally really tired emotionally know talk,@kawirabrenda231,Apr 2,14,36,2.8K,IT,high
ke lonely hey literally want someone love wholeheartedly lenna ke morate,@komanaItu,5h,,,29,IT,low
feel like im alone go even anything wrong fuck sake cant chase dream want normal live normal life,@Call_MeBbq,Apr 1,,,13,IT,low
put earphones lose music music drug allowed korea,@padosuns,Mar 30,1,15,1.5K,IT,low
put headphones lose music music drug drug allowed korea,@butterflyutsie,"Aug 12, 2024",,629,33K,IT,low
suffering loneliness social isolation smoking cigarettes day top,@onlyyagirl_,"Nov 15, 2024",13,29,8.3K,IT,low
voices head never sleep whisper scream heart pleads something real mind warns could go wrong stand silence exhausted running without moving want run still hope someone ask stay,@outsiderdude,26m,,,5,IT,low
share anything anyone feel like drowning thoughts air worst thing ever thoughtfortheday drowningsilently echoesinmyhead,@MansiGoklani2,5h,1,,16,IT,high
current situation sleep night tired eyes heavy hearts overthinking mind,@lastvibes,"Sep 23, 2024",14,144,36K,IT,low
wanna talk wanna get bed wanna care wanna try anymore defeated tired hurt broken confused angry wanna numb shit,@Angelic26869836,Apr 4,,,40,IT,moderate
able sleep able wake falling behind school wanna go work broke help,@noisyjisung,Apr 3,,,19,IT,low
really sleep body incredibly stressed last couple weeks hell possibly sleep mind racing alternating happy loving memories deep regrets wonder going become family,@AlaskanCourtney,Apr 1,52,6,3K,IT,low
isolated without way state nothing short pitiful,@hourly_zena,Mar 31,,,21,IT,low
cant stop sobbing fuckin hate life il die anyone understands ill really anyone world understand help best parents make wanna fucking kill pray die soon possible cant keep going,@idkidkid123,2h,3,1,113,IT,low
stuck head feels like never leave place escape worst enemy tell fuck wrong given sick feeling nothing,@diego_kurtco,2h,,,13,IT,high
told think well wanna feel thing anymore tired begging things want sleeping like dog floor,@ptvslyricss,"Dec 16, 2024",,174,6.7K,IT,high
ripped jeans runnin cops night dead care nothin bloody teeth mouth smiled last night broke jaw say nothin nothin,@kaiq_nasciment,20m,,,3,IT,low
sleep thinking bad decisions drawn friendships,@BOisdone,3h,,,8,IT,high
want good want good enough want sleep breathe without love hunterhayes,@ACountryWord,"Oct 3, 2015",4,174,,IT,low
want good want good enough want sleep breathe without love hunter hayes,@ACountryWord,"Jan 14, 2016",,135,,IT,low
wake dead night wreck plans baby alright drop everything kinda thing lukebryan,@countrysayingss,"Aug 26, 2014",,435,,IT,low
dont want good dont want good enough want cant sleep cant breathe without love hunter hayes,@ACountryWord,"May 15, 2016",1,142,,IT,low
want die bad know cringe really really want live anymore,@landmineslut,Apr 5,,,68,IT,high
im anxious im overthinking fucking reason cant fucking sleep,@chokdpilots,Mar 30,,,41,IT,high
nothing feeling guilty worrying future feeling powerless,@RussianMemesLtd,"Nov 4, 2024",1,100,42K,IT,low
dude family already insanely poor cannot handle going whole ass depression american,@landmineslut,3h,,,31,IT,high
need country jesus christ im actually stressed beyond belief sleep,@webw3aver,Apr 3,,,43,IT,low
okay okay damn lie show okay nobody gives f ck hard wear mask every day cry every night every wish never come true every dream died sense continuing living want anymore,@JessChizuru,1h,1,,87,IT,low
lmagine nothing kill die religion imagine people living life peace,@hoshinonozomimi,"Jul 8, 2022",26,261,,IT,low
overwhelming nung bata pa dreamer much head sure attaining pero habang lumalaki na talaga even waking takes much energy feels like capable surviving dreaming anymore,@psychtwts,Mar 7,,128,6.9K,IT,low
sleep baby keep creepin like light crescent moon ericchurch,@countrysayingss,"Sep 26, 2015",,51,,IT,low
hungover true still messed strung sitting home breaking chrisyoung,@countrysayingss,"Nov 14, 2016",,110,,IT,low
sick town sick boy yeah sick dreams never take flight eliyoungband,@countrysayingss,"Nov 3, 2015",,202,,IT,low
god knees cause last place left fall beggin another chance chance chrisyoung,@ACountryWord,"Dec 24, 2016",,149,,IT,high
dead inside nothing say even everything depressing,@Vxnicaa,Apr 1,,,130,IT,high
even silent mind still speaks voice never rests whispers shrieks,@qqup00,"Nov 11, 2024",9,156,17K,IT,low
past fews weeks mentally exhausting even plan tomorrow,@vnssmdln,Apr 4,,,27,IT,high
luke combs sleepless hotel room new unreleased song,@CountryChord,"Oct 17, 2020",2,277,,IT,low
focus sleep pray pray pray every time think ts,@LabelME_aKILLER,Apr 3,,,93,IT,low
depression never gonna left tired way killed dreams fuck islamic republic iran,@zedswf,3h,1,,21,IT,low
helpless pray israels downfall thats literally damn helpless,@shireeenz,"Oct 16, 2024",,82,7K,IT,high
feel like country hurt dreams visions home life balance e g,@GR_unusual,Apr 2,,,12,IT,low
understand country work must die one countryhumans countryhumansgermany,@crowlline0,"Sep 11, 2024",1,16,7.3K,IT,low
listened french song feelings till cried later informed song agriculture,@nakosFC,9h,3,5,97,IT,low
nights like literally lay awake thinking everything nothing time,@iamcee_marie,Mar 31,,,19,IT,low
never felt de motivated living uk everything going price im working keep roof head,@maybekx,Apr 2,,,126,IT,low
cant sleep im horrible death anxiety everyone eventually going die love care want go bed,@fruitzandtea,14h,,,20,IT,moderate
im tired like drained wanna lay couch nothing today,@thezeeproject,Mar 31,2,1,128,IT,high
broke idea plan going get money scariest place ever man,@_shwabade_,Mar 31,5,227,30K,IT,low
sleep thoughts anxiety eating alive wish could girl want want stable normal insecure unsure,@whimsyyPrincess,18h,1,,12,IT,high
think even excited anything anymore even often things like care tired,@MMG0_u,Apr 2,1,1,203,IT,moderate
tired heart feeling like calling something never gonna come,@megalodon4207,Apr 2,,1,61,IT,moderate
sleep insomnia going death every single night mind wanders,@kdabarbbb,Apr 1,,,46,IT,moderate
cant go sleep im worried moving back aus adelaide melbourne scary places lot bad memories sigh,@iikotokwo,5h,,,18,IT,high
wanna kms bad handle anymore im done wanna delete world might actually point,@sksksrkk,Mar 31,,2,1.1K,IT,high
thisismyconcernriwoo days motivation want cry tears even come even know right hate like like let smile happy together riwoo,@sapphicsungho,"Oct 4, 2024",1,90,6.3K,IT,low
think breaking think breaking u think never think thing u say things making sad sarang talking dream time kingthelandep kingtheland,@junholeecious,"Jul 29, 2023",3,298,75K,IT,low
might get canceled find disrespectful ppl stand national anthem soon hear need show respect stand get chills every time hear higher deny never die higher deny never die,@kkumHighley,"Sep 4, 2024",4,108,11K,IT,moderate
get sleep ever literally really losing mind worst way,@aabrillll,Apr 3,,,41,IT,high
prayed comfortable least kinda yet constantly afraid fall afraid slip back zero never outearn bad economy country really sucks,@just_whisper__,Apr 4,,,8,IT,moderate
sleep even eat tonight energy could barely get work god god hate much,@Star_Gamblr,Mar 30,,,47,IT,low
hollow terror certain end uncertain beyond horrible always done stop sick feel sick want scream voice sick tears without crying feel everything nothing,@chaseweezerfan,Mar 31,1,,85,IT,moderate
im hopeless hope could go sleep wake wish true,@_analmond_,Mar 31,,,50,IT,high
dear sonusood know claims unverified many false need help surely help get bed institute mental health hospital agra feel free ask,@imeerage,"May 12, 2021",28,318,,IT,low
content warning topics intentional drug overdose years ago day started seemingly fine happy laughing accounts thriving pm night went home attempted take life woke next morning,@ashslippedawayy,"May 26, 2024",36,6,29K,IT,low
believe topic utmost importance someone came close national statistic agree whole heartedly every word man says qualify anyone struggling many carried caskets,@BrainStorm_Joe,"Jan 15, 2024",49,275,42K,IT,moderate
hey alone help need help yet end story pause take break breathe hug friend cry whatever need hopeline hotlines hope hope,@risahontiveros,"Jan 16, 2019",6,297,,IT,low
today finally broke called pcp bear much longer pain intractable literally killing go sleep night crying wake cry tried everything legal help fair allow suffering cont,@LindaFi98061157,Feb 26,54,49,35K,IT,low
exam season upon us stress depression likely high wishing best remember someone help suicide crisis sadag sms lifeline,@tumisole,"Oct 23, 2019",15,471,,IT,high
psa feeling unsafe need immediate psychiatric medical intervention psych ward hpupm fully operational clinic walk ins weekdays head hpupm accident emergency dept hours people help,@hasbeemasputra,"May 7, 2021",7,1.5K,,IT,low
dealing top everything else tired exhausted hospital recently feels like everything around falling apart want everything stop dont energy anymore,@LenoxKupo,Mar 13,46,119,106K,IT,high
even know mind confused thinking power left even know explain feeling frustrating tired everything,@bhawika304,Mar 31,1,,135,IT,high
medical emergency commissions post heyo psychotic episode weeks grim condition barely work dayjob receive salary hourly habe paid sick leaves draw please take commission,@okunichh,Mar 31,,40,2.3K,IT,moderate
fucking sleep nauseous keep getting hives stress scared ill finally fall asleep oversleep wont able sleep tired school drama,@djetwater4,Apr 3,,,21,IT,low
liars said streets clean said youth saved state media praised president dr muizzu enlightening addicts lives claimed young people longer roam streets sleep mosques reality people suffering plain,@magumathiX,9h,1,4,400,IT,low
feeling like sleep barely eat heart hurts head never shuts fuck sober first priority right man would nice fucking numb everything holy shit,@40ozofhate,33m,1,,14,IT,low
